ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100.B100.vs.Ctrl.micro.logFC	LPS100.B100.vs.Ctrl.micro.p.value
ENSOARG00000006338				-1.10064471198303	0.0384341118049955
ENSOARG00000006343	101106821	XRN1	5'-3' exoribonuclease 1	1.21021313410226	0.00180388093105165
ENSOARG00000006350				1.0094372275348	0.00756870140156787
ENSOARG00000006370	101123293	ASF1B	anti-silencing function 1B histone chaperone	-1.17203284160847	0.0186869664680312
ENSOARG00000006376	101108235	LY96	lymphocyte antigen 96	1.86313740506776	0.000565001284233646
ENSOARG00000006386	101108046	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase	-0.915559392720214	0.0104011769133762
ENSOARG00000006394	101115643	LDHD	lactate dehydrogenase D	-1.58108399802903	0.00639729331205612
ENSOARG00000006405	101113088	UBE4B	ubiquitination factor E4B	-1.10637178212753	0.00288228288834785
ENSOARG00000006415	101114574	SFR1	SWI5 dependent homologous recombination repair protein 1	-1.10056440783996	0.00360850570903382
ENSOARG00000006427	101119554	PLXNA4	plexin A4	2.22201721374556	0.000168534511389233
ENSOARG00000006435	101115514	CLIC4	chloride intracellular channel 4	1.21272080929278	0.000973191470463242
ENSOARG00000006479	101114562	ABHD14A	abhydrolase domain containing 14A	-0.975190129124368	0.00775527256273246
ENSOARG00000006514	101115892	FRMD4A	FERM domain containing 4A	1.92497145257293	0.000642976391903181
ENSOARG00000006539		SAMD1	sterile alpha motif domain containing 1	-0.932531769432257	0.0145682375275025
ENSOARG00000006547	101119345	NDC1	NDC1 transmembrane nucleoporin	-0.771468999619876	0.030691097665828
ENSOARG00000006586		PDGFC	platelet derived growth factor C	0.921818726281724	0.0457141151894403
ENSOARG00000006587	100135443	PHF14	PHD finger protein 14	-0.636336281838154	0.0450923416439241
ENSOARG00000006593	101117397	NIPAL3	NIPA like domain containing 3	-1.10064439308736	0.0205591627753646
ENSOARG00000006596	101107160	WDR17	WD repeat domain 17	-0.768063071260717	0.0339995546510476
ENSOARG00000006601	101109656	ALG8	ALG8, alpha-1,3-glucosyltransferase	-1.16652387762656	0.00489409752939173
ENSOARG00000006613	101107906	LOC101107906	AP-2 complex subunit mu-like	-0.654778673188831	0.0401927783114387
ENSOARG00000006624	780456	ACSS1	acyl-CoA synthetase short chain family member 1	1.04365101281461	0.00705216424155254
ENSOARG00000006630		PRX	periaxin	-0.619291848115161	0.04907511745043
ENSOARG00000006633	101119771	YIPF1	Yip1 domain family member 1	-0.802132719954116	0.0358790651073242
ENSOARG00000006641				1.15996017134368	0.0397475008619582
ENSOARG00000006643	101108362	RASA2	RAS p21 protein activator 2	2.66581794618539	0.00314088408162457
ENSOARG00000006657		MISP3	MISP family member 3	-1.75558872652681	0.00584478669411774
ENSOARG00000006663	101116755	CFDP1	craniofacial development protein 1	-0.661927178598457	0.0324886672696239
ENSOARG00000006666	101102342	MTMR14	myotubularin related protein 14	-0.793259102476858	0.00380220615629043
ENSOARG00000006681	101117367	EGLN3	egl-9 family hypoxia inducible factor 3	1.8224897059324	0.00524024475066453
ENSOARG00000006699	101108368	PSMD14	proteasome 26S subunit, non-ATPase 14	0.90879502091447	0.0130965223324983
ENSOARG00000006714	101123660	P2RY6	pyrimidinergic receptor P2Y6	3.44365074307689	0.00170703414196526
ENSOARG00000006717				-0.626662761637462	0.0186915267312965
ENSOARG00000006744	101121672	POMT1	protein O-mannosyltransferase 1	-0.530853996988355	0.0326807071991497
ENSOARG00000006748	101112852	CTSO	cathepsin O	-0.981536324772159	0.0465362543842669
ENSOARG00000006753	101104902	CBLL1	Cbl proto-oncogene like 1	0.767587635776917	0.0381701815332028
ENSOARG00000006762	101112430	ZNF318	zinc finger protein 318	1.01426852927572	0.00524855717802065
ENSOARG00000006773	101123005	ZNF689	zinc finger protein 689	-1.89583594124238	0.000192412731018776
ENSOARG00000006789	101111638	IRAK1BP1	interleukin 1 receptor associated kinase 1 binding protein 1	-1.05919580667878	0.0457817063403046
ENSOARG00000006803				-0.554107713621906	0.0306558231026217
ENSOARG00000006813	101105629	VEGFC	vascular endothelial growth factor C	2.73172728702148	0.00393543456711109
ENSOARG00000006830	101102232	IL27RA	interleukin 27 receptor subunit alpha	-0.789833197226752	0.00771945091005458
ENSOARG00000006840	101107044	DIMT1	DIM1 dimethyladenosine transferase 1 homolog	-0.686724220641673	0.00968389236198874
ENSOARG00000006843	101120009	NUMBL	NUMB like, endocytic adaptor protein	-1.05741341535706	0.0332472778878291
ENSOARG00000006885	101115726	NEURL2	neuralized E3 ubiquitin protein ligase 2	-2.32695933319156	0.00136461969370732
ENSOARG00000006906	101111008	COPS7A	COP9 signalosome subunit 7A	-0.627623656061495	0.0345371985279219
ENSOARG00000006914	101114252	PLPP7	phospholipid phosphatase 7 (inactive)	-1.13216500001355	0.0113309262677983
ENSOARG00000006916	443439	TXN	thioredoxin	0.787476404390684	0.0460435916400125
ENSOARG00000006922	101103943	FBRS	fibrosin	1.08332979436631	0.00105798001896346
ENSOARG00000006924	101118301	CELF1	CUGBP Elav-like family member 1	1.37170382812296	0.00100340999310184
ENSOARG00000006929	101122095	R3HDM2	R3H domain containing 2	0.656020846122414	0.0335545992163873
ENSOARG00000006933	101116780	RSF1	remodeling and spacing factor 1	0.890012105554836	0.00449454761716086
ENSOARG00000006934	101120265	COQ8B	coenzyme Q8B	-0.698250294632312	0.00916724045959086
ENSOARG00000006952	101107365	KBTBD7	kelch repeat and BTB domain containing 7	-3.1237655216976	0.00192506947546365
ENSOARG00000006963	100145867	SNRPA	small nuclear ribonucleoprotein polypeptide A	-0.913364519470292	0.00592688063346179
ENSOARG00000006976	101121382	TCEANC2	transcription elongation factor A N-terminal and central domain containing 2	-0.84645626718164	0.0190656585695298
ENSOARG00000006979	101104587	RHBDF2	rhomboid 5 homolog 2	2.10152072087081	0.000137880343719794
ENSOARG00000006990	101110720	CCNJ	cyclin J	2.22156950670727	0.000550000942881694
ENSOARG00000006991	101116097		minichromosome maintenance complex component 2	-0.702852127138999	0.0188463398315027
ENSOARG00000007007	101117127	KCTD1	potassium channel tetramerization domain containing 1	-1.06995708506006	0.0170266735041947
ENSOARG00000007012	101119449	FUCA1	alpha-L-fucosidase 1	-0.699898691117654	0.0231308472474654
ENSOARG00000007013	101112003	ZSWIM6	zinc finger SWIM-type containing 6	-1.37978438142511	0.01459512249519
ENSOARG00000007020	101116998	ING1	inhibitor of growth family member 1	-1.18874818186142	0.00772113967892803
ENSOARG00000007029	101113125	SPOCK2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2	-1.24107032626567	0.00655193663220636
ENSOARG00000007039	101107299		agrin	0.72298134356271	0.0499436373397064
ENSOARG00000007048	101116585	ANKRD10	ankyrin repeat domain 10	-1.22306938313639	0.00543301960148278
ENSOARG00000007065	101120002	MAP1LC3C	microtubule associated protein 1 light chain 3 gamma	1.8799667408175	0.0249538853263871
ENSOARG00000007070	101114822	GCLC	glutamate-cysteine ligase catalytic subunit	-1.91633940916073	0.00162534101423266
ENSOARG00000007075	101118989	OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2	-0.888582329176653	0.0237004048615484
ENSOARG00000007079	101114144	TEX264	testis expressed 264	-1.61980829058025	0.00028068830194073
ENSOARG00000007087	101118645	LOC101118645	uncharacterized LOC101118645	-1.40207023388916	0.00742623685070798
ENSOARG00000007124	101115680	ELP1	elongator complex protein 1	-1.01855945014901	0.0357749997768729
ENSOARG00000007134	101121362	HOXB2	homeobox B2	1.67634694848763	0.00208901536382159
ENSOARG00000007146	101120388	LYPLA2	lysophospholipase II	0.601253826934856	0.0342236068545257
ENSOARG00000007158				-1.61425246093274	9.58943839323238e-05
ENSOARG00000007163	101108806	ING2	inhibitor of growth family member 2	-1.27709686740961	0.00648776700511423
ENSOARG00000007168	554325	PYGB	glycogen phosphorylase B	-1.14640418690436	0.00134298760087562
ENSOARG00000007201	101122930		solute carrier family 6 member 8	-0.816535206643988	0.0225329103484753
ENSOARG00000007213	101102373	ZNF462	zinc finger protein 462	1.76218568625621	4.08928134477873e-05
ENSOARG00000007229	101102561	CD74	CD74 molecule	0.871190275538621	0.0339253878744234
ENSOARG00000007234	101110619	PLK2	polo like kinase 2	2.64961571899623	0.000302469178537369
ENSOARG00000007237	101120903	ELOA	elongin A	1.33634460985525	0.00234053368268651
ENSOARG00000007238	101111756	PAK1	p21 (RAC1) activated kinase 1	-0.884393073634541	0.0101522124120279
ENSOARG00000007245	101109759	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	1.97941999126515	0.00180031004809786
ENSOARG00000007261	101118183	NOM1	nucleolar protein with MIF4G domain 1	0.679469820838857	0.010083285941312
ENSOARG00000007277	101106681	TRIM41	tripartite motif containing 41	-0.530883444158409	0.0476958728411685
ENSOARG00000007280	101110876		SEC14 like lipid binding 2	1.52454577337329	0.00425884472468409
ENSOARG00000007286	101108320	DGKH	diacylglycerol kinase eta	0.851413134018744	0.0463966736387508
ENSOARG00000007289		STK35	serine/threonine kinase 35	1.13151481066935	0.00706424396461407
ENSOARG00000007313	101104064	GMIP	GEM interacting protein	-1.05106351030764	0.00126849708471041
ENSOARG00000007351	101119677	KIAA0391	KIAA0391 ortholog	0.765790277053404	0.049792088183294
ENSOARG00000007364	101111466	ZMYND15	zinc finger MYND-type containing 15	1.16795819179784	0.0324138206869971
ENSOARG00000007371		NIPSNAP3A	nipsnap homolog 3A	-2.07792151482098	0.00013142983272261
ENSOARG00000007373	101116819	MTA3	metastasis associated 1 family member 3	1.10434486039996	0.0011733179073806
ENSOARG00000007380				-1.02959441172043	0.0489498834182181
ENSOARG00000007385	100846985	CCS	copper chaperone for superoxide dismutase	-0.876347414941127	0.0180870472947766
ENSOARG00000007389				-0.552574705226502	0.033318620312074
ENSOARG00000007396	101118838	OSBPL1A	oxysterol binding protein like 1A	-1.39925215074245	0.00606823416688435
ENSOARG00000007403	100145857	BCKDHA	branched chain keto acid dehydrogenase E1, alpha polypeptide	-1.02412468913501	0.00609320271567636
ENSOARG00000007405	101119740	C4BPA	complement component 4 binding protein alpha	0.952068428684191	0.0029956031480294
ENSOARG00000007412	101123655	EXOSC5	exosome component 5	-1.12361572766109	0.0184973326594771
ENSOARG00000007425	101105677	SIRPA	signal regulatory protein alpha	0.739428796772557	0.0405857733844423
ENSOARG00000007434	101116417	SUV39H2	suppressor of variegation 3-9 homolog 2	-0.739933618379132	0.0446353523884176
ENSOARG00000007435		PRPSAP1	phosphoribosyl pyrophosphate synthetase associated protein 1	-1.06429754435075	0.00086926398035109
ENSOARG00000007441				-1.17533651559468	0.0352739890463464
ENSOARG00000007444	101110290	MRAS	muscle RAS oncogene homolog	0.922220456840645	0.00550632475772458
ENSOARG00000007446	101116273	LOC101116273	glutathione S-transferase omega-1-like	-0.762005480564936	0.0377436287606999
ENSOARG00000007448	101115283	PGM3	phosphoglucomutase 3	-0.4829716291914	0.0463698843212601
ENSOARG00000007459	101116956	NUDT13	nudix hydrolase 13	-1.5667734435546	0.00210177008930453
ENSOARG00000007460	101107859	DNAJB6	DnaJ heat shock protein family (Hsp40) member B6	0.78280578139638	0.0244121916563834
ENSOARG00000007477				-1.27307753798985	0.0193537560962158
ENSOARG00000007481		RWDD2A	RWD domain containing 2A	-1.06238164333505	0.00742338088561165
ENSOARG00000007507	101113174	IL6ST	interleukin 6 signal transducer	0.966655268355411	0.00878874459399571
ENSOARG00000007516	101116665	CDK5RAP3	CDK5 regulatory subunit associated protein 3	-0.684088431053786	0.0228756388131127
ENSOARG00000007525	101102750	AXL	AXL receptor tyrosine kinase	-0.876582667485362	0.00496882984601072
ENSOARG00000007537	101108985	CENPU	centromere protein U	-1.25131132642356	0.00477213019461597
ENSOARG00000007549	101104572	LPAR2	lysophosphatidic acid receptor 2	-1.61619039715667	0.00411109772526217
ENSOARG00000007550	101106539	ABHD12	abhydrolase domain containing 12	-0.895373505083365	0.00691590336447817
ENSOARG00000007559		PODNL1	podocan like 1	-0.941322928810125	0.046352505564107
ENSOARG00000007560	101121370	ARHGAP42	Rho GTPase activating protein 42	2.34849845698374	0.00549377019944454
ENSOARG00000007606				1.99736575871783	0.00251070965673311
ENSOARG00000007615	101103343	LOC101103343	carcinoembryonic antigen-related cell adhesion molecule 6	-1.08050699397962	0.0094585493855078
ENSOARG00000007626	101123647	AKAP1	A-kinase anchoring protein 1	-0.907755607405057	0.00757107326521778
ENSOARG00000007629	101112031	PKP4	plakophilin 4	-1.34814314728337	0.00240286379206615
ENSOARG00000007645	101123603		F-box/WD repeat-containing protein 12-like	-0.621703605301968	0.0212536202508757
ENSOARG00000007663	101116218	PKDCC	protein kinase domain containing, cytoplasmic	-0.971181972324764	0.0174216932263254
ENSOARG00000007666	100147787	SLC25A4	solute carrier family 25 member 4	-0.82519696635187	0.0306067103920262
ENSOARG00000007670		UBALD2	UBA like domain containing 2	1.63113164947521	0.000445493592472726
ENSOARG00000007691	101110770	RAD54B	RAD54 homolog B	-1.69587548662962	0.000480661342876983
ENSOARG00000007696	101116321	ECHDC1	ethylmalonyl-CoA decarboxylase 1	-0.888838861215995	0.0177457007391716
ENSOARG00000007702	101103928	ADSSL1	adenylosuccinate synthase like 1	-0.86387615724579	0.00682124542008419
ENSOARG00000007710	101117601	RNF157	ring finger protein 157	0.848604909958831	0.0339430255860058
ENSOARG00000007712	101120123	SLC5A3	solute carrier family 5 member 3	1.45407900651814	0.00282340342356339
ENSOARG00000007720	101115312	PLPP1	phospholipid phosphatase 1	0.792281710712103	0.014622597550111
ENSOARG00000007721	101103869	CKS2	uncharacterized LOC101103869	-1.50941123784042	0.00299699062144193
ENSOARG00000007725	101123327	HIP1R	huntingtin interacting protein 1 related	-0.806244063181954	0.038858347873258
ENSOARG00000007727	101112619	BFAR	bifunctional apoptosis regulator	0.928175365184047	0.0112713354548282
ENSOARG00000007735	101108068	KLHL17	kelch like family member 17	-1.14549939858629	0.00367154728733024
ENSOARG00000007744	101117252	CENPW	centromere protein W	-1.00963257453275	0.0450923416439241
ENSOARG00000007747	101104152	TMEM128	transmembrane protein 128	1.02751315546877	0.00599892254303239
ENSOARG00000007764	101115066	MTREX	Mtr4 exosome RNA helicase	0.588186522442716	0.0243351318870936
ENSOARG00000007779	101118227	MANF	mesencephalic astrocyte derived neurotrophic factor	0.827621881773045	0.0396070106048434
ENSOARG00000007782	101122040	GIT1	GIT ArfGAP 1	-1.21729776903138	0.00170523349701358
ENSOARG00000007783		ASMTL	acetylserotonin O-methyltransferase like	-1.03360701315292	0.0159327491143905
ENSOARG00000007784	101102261	FAM168A	family with sequence similarity 168 member A	1.37362301870559	0.043367695301079
ENSOARG00000007786	100885762	GADD45G	growth arrest and DNA damage inducible gamma	-2.03489568446242	0.000499819624668934
ENSOARG00000007805	100302317	ARL8B	ADP ribosylation factor like GTPase 8B	1.20663935997402	0.00869028903939714
ENSOARG00000007807				-0.533200318996488	0.0401637296841984
ENSOARG00000007809	443262	ARNTL	aryl hydrocarbon receptor nuclear translocator like	-1.5458024648949	0.00217495979934841
ENSOARG00000007824	101122605	HINT3	histidine triad nucleotide binding protein 3	-0.813944231419609	0.00661101206142595
ENSOARG00000007828	101109469	SNTA1	syntrophin alpha 1	-1.13051034811438	0.00684298477870164
ENSOARG00000007833	101115745	DUSP23	dual specificity phosphatase 23	-1.29854775152617	0.0191225554681023
ENSOARG00000007835	101106449	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	-1.81756400727574	0.00339961499728422
ENSOARG00000007840	100169939	BHLHE40	basic helix-loop-helix family member e40	1.76275432088663	0.000732977639091436
ENSOARG00000007864	101112579	LCP1	lymphocyte cytosolic protein 1	1.20790955712184	0.0405258807478393
ENSOARG00000007871	101117681	SCRN2	secernin 2	-2.19334630970347	0.00122646345002688
ENSOARG00000007894	443005	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	-0.903595077582434	0.0108201057825143
ENSOARG00000007926	101102006	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3	-1.0202969530788	0.00636443804891333
ENSOARG00000007931	101115579	GTPBP2	GTP binding protein 2	1.14149092049443	0.0126161286517478
ENSOARG00000007942	101112829	RUBCNL	RUN and cysteine rich domain containing beclin 1 interacting protein like	2.23117066292464	0.000335441794479395
ENSOARG00000007964	443090	GPD2	glycerol-3-phosphate dehydrogenase 2	-0.949840319833819	0.0230012073933676
ENSOARG00000007971	101120257		CD55 molecule (Cromer blood group)	-0.595092200845651	0.0225483964316509
ENSOARG00000007986	101120955	MBIP	MAP3K12 binding inhibitory protein 1	-0.873604793670602	0.00779470174620763
ENSOARG00000007988	101104691	PLD4	phospholipase D family member 4	-1.00434679332954	0.00464961241452608
ENSOARG00000007995	101118691	NCAPG2	non-SMC condensin II complex subunit G2	-1.61860783811151	0.000317930307344149
ENSOARG00000008017	101101977	GARS	glycyl-tRNA synthetase	1.19425113513994	0.00307729732681811
ENSOARG00000008036	101113225	NCAPD2	non-SMC condensin I complex subunit D2	-2.06595499063458	5.17487881862112e-05
ENSOARG00000008041	101117116	TXNRD3	thioredoxin reductase 3	-1.01248430522661	0.00876013464702944
ENSOARG00000008055				-1.13238199844696	0.0129291213908965
ENSOARG00000008066	101107186	FIGNL1	fidgetin like 1	-0.918078571729665	0.00959162550698217
ENSOARG00000008079	101122313	NCR3	natural cytotoxicity triggering receptor 3	1.69575507275765	0.00989428567700042
