ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100.A10.vs.Ctrl.micro.logFC	LPS100.A10.vs.Ctrl.micro.p.value
ENSOARG00000005011	101102621	TTC21B	tetratricopeptide repeat domain 21B	-1.05456138548172	0.00470196063291795
ENSOARG00000005013	101120185	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4	-0.592032433895453	0.0229077902238097
ENSOARG00000005021	101118987	C11orf49	chromosome 15 open reading frame, human C11orf49	-0.77182217244308	0.00952364060720336
ENSOARG00000005023	101108667	PHF12	PHD finger protein 12	-0.598006576913667	0.0211662322501323
ENSOARG00000005026	101102781	RUFY2	RUN and FYVE domain containing 2	-0.735415440937095	0.0453061283761275
ENSOARG00000005028	101108059	PTDSS1	phosphatidylserine synthase 1	-0.714959010414527	0.00373327895905471
ENSOARG00000005035	101114636	FUK	fucokinase	-0.96839613043295	0.000635504718511588
ENSOARG00000005053	101114400	ZFYVE9	zinc finger FYVE-type containing 9	-0.519112854857688	0.0242589560692238
ENSOARG00000005055	101103467	HBP1	HMG-box transcription factor 1	-0.767271599108095	0.0293603784017068
ENSOARG00000005057	101109247	EMD	emerin	-0.794739633858476	0.00144844260292767
ENSOARG00000005061	101121817	TXNL1	thioredoxin like 1	0.603304621062265	0.0322765621199199
ENSOARG00000005064	101117411	HERPUD2	HERPUD family member 2	-0.958556808767971	0.0019812261025675
ENSOARG00000005082	101111633	NOA1	nitric oxide associated 1	0.446731074104805	0.0456725669606942
ENSOARG00000005083	101108143	SGCA	sarcoglycan alpha	-0.732968302036422	0.015379587467219
ENSOARG00000005092	101118658	ASPHD1	aspartate beta-hydroxylase domain containing 1	-0.890449884329041	0.0366837578478271
ENSOARG00000005093	101121729	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2	0.792617571911047	0.00650569739466425
ENSOARG00000005094	101112931	CUL7	cullin 7	-1.06452193829151	0.00125777034615816
ENSOARG00000005112	101122241	HPS3	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1	-1.28789167364871	0.000107478061154529
ENSOARG00000005115	101102324	METTL18	methyltransferase like 18	0.611587064465186	0.0303764136813771
ENSOARG00000005122	101115971	FAM120B	family with sequence similarity 120B	-1.28272519651881	0.00426365442652386
ENSOARG00000005127	101107373	PIGC	phosphatidylinositol glycan anchor biosynthesis class C	0.439850078509219	0.0367473482758344
ENSOARG00000005138	101102875	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3	-1.72872466306357	0.00600819307846172
ENSOARG00000005142	100144760		TATA-box binding protein	0.578955273432808	0.0130709931436552
ENSOARG00000005145	101114826	CC2D1B	coiled-coil and C2 domain containing 1B	-0.590206828580972	0.00742848365842144
ENSOARG00000005156	101108302	ATN1	atrophin 1	-0.985300558100204	0.00128997438146395
ENSOARG00000005162	101107865	TRIP10	thyroid hormone receptor interactor 10	1.40330402965053	0.000443904542380989
ENSOARG00000005170	101108081	FBXW8	ring finger protein, transmembrane 2	-0.445250225983599	0.0386166025046222
ENSOARG00000005172	101107153	LOC101107153	cytochrome c oxidase copper chaperone	1.41900043260922	0.0040850093592777
ENSOARG00000005174	101123558	DMP1	dentin matrix acidic phosphoprotein 1	-1.4091758401119	0.00247729787862337
ENSOARG00000005176	101104680	LRFN3	leucine rich repeat and fibronectin type III domain containing 3	-0.70468541402776	0.0250101338703127
ENSOARG00000005179	101117778	PPP1R9B	protein phosphatase 1 regulatory subunit 9B	-1.17546705502799	0.00450987876736103
ENSOARG00000005180	101122911	HLTF	helicase like transcription factor	-1.13234064082036	0.0240777980722317
ENSOARG00000005189				-1.05630717097985	0.0217366038730182
ENSOARG00000005191		ALKBH6	alkB homolog 6	-0.708799367244931	0.0209050046992314
ENSOARG00000005197	101106102	CLIP3	CAP-Gly domain containing linker protein 3	-1.18425163773837	0.0329507050426257
ENSOARG00000005198	101114968	CENPS	centromere protein S	0.748268445856979	0.0193210394448707
ENSOARG00000005202		FECH	ferrochelatase	-0.834046702320588	0.0112602166519542
ENSOARG00000005203	101106390	CCAR1	cell division cycle and apoptosis regulator 1	0.528677881662736	0.0122936662051656
ENSOARG00000005206	101106703	OPTN	optineurin	1.29758455919294	0.000171297146652852
ENSOARG00000005211	101123503	FANCD2	FA complementation group D2	-0.831607397619113	0.00157065841869658
ENSOARG00000005219	101112458	TMEM18	transmembrane protein 18	1.00540090040004	0.00308174628751913
ENSOARG00000005223	101117263	DESI2	desumoylating isopeptidase 2	1.06755680973009	0.00122635095940281
ENSOARG00000005235	101103289	GYG1	glycogenin 1	-1.05802070053733	0.000625839624605464
ENSOARG00000005240	101109106	SPAG7	sperm associated antigen 7	-0.719123048382638	0.00702514311498964
ENSOARG00000005242	101119471	GRPEL2	GrpE like 2, mitochondrial	1.60010930796607	0.000168855693109812
ENSOARG00000005248	101119723	PCYOX1L	prenylcysteine oxidase 1 like	-1.12960420700036	0.000511402568905032
ENSOARG00000005256				0.810613084360098	0.0151563422830848
ENSOARG00000005273	101115840	VEGFB	vascular endothelial growth factor B	-0.596310130669641	0.022608195667212
ENSOARG00000005275	101112956	PXDN	peroxidasin	-0.944268428095038	0.0337369925115752
ENSOARG00000005277		SYS1	SYS1, golgi trafficking protein	0.51862210542342	0.0453753617625181
ENSOARG00000005279	101107407	UBQLN4	ubiquilin 4	-1.22024185005276	0.00159923072383336
ENSOARG00000005282	101115076	ORC1	origin recognition complex subunit 1	-1.47577606552658	0.00334295468079951
ENSOARG00000005283	101122467	CDC42BPB	CDC42 binding protein kinase beta	-0.828859973734435	0.0101115523436255
ENSOARG00000005288	101115087	KIAA1328	KIAA1328 ortholog	1.0825829178639	0.00176541152423717
ENSOARG00000005295				-0.5741266811347	0.0234651791666902
ENSOARG00000005297	443230	CALM2	calmodulin 2	-0.555922831974391	0.040930809125615
ENSOARG00000005303	101103664	ZNF567	zinc finger protein 567	-1.19723906708683	0.0105226561610581
ENSOARG00000005305	101102902	ADGRA3	adhesion G protein-coupled receptor A3	0.852147159852365	0.00511664724988024
ENSOARG00000005308	101108929	PDK2	pyruvate dehydrogenase kinase 2	-1.51332377930542	8.09143941397693e-05
ENSOARG00000005312	101108072	ZNF461	zinc finger protein 461	-1.10044389396105	0.0116215553775382
ENSOARG00000005316	101107066	KIF1BP	KIF1 binding protein	0.711790885054668	0.00445600673348398
ENSOARG00000005317	101106255	COG5	component of oligomeric golgi complex 5	-0.573959442706175	0.00879526357742499
ENSOARG00000005318	101103416	ZNF382	zinc finger protein 382	-1.18180354631548	0.00265344509930337
ENSOARG00000005321	101105711	PMM2	phosphomannomutase 2	0.61339355833648	0.0233602753301093
ENSOARG00000005330	101113511	PGS1	phosphatidylglycerophosphate synthase 1	-0.605572815839468	0.008388617385327
ENSOARG00000005335	443541	PGD	phosphogluconate dehydrogenase	-0.746468355287012	0.00461763943340654
ENSOARG00000005336	101118864		ral guanine nucleotide dissociation stimulator	0.579759120015445	0.0313181662226273
ENSOARG00000005337	101104294	VPS26A	VPS26, retromer complex component A	-0.902680002326426	0.0183350811136735
ENSOARG00000005341	101119526	MRM2	mitochondrial rRNA methyltransferase 2	0.701791788520216	0.00490265267819144
ENSOARG00000005343	101116493		SLIT-ROBO Rho GTPase activating protein 2	-0.834099220817872	0.0407510135106254
ENSOARG00000005350	101107128	ZNF568	zinc finger protein 568	-0.689412917907637	0.0331723397518534
ENSOARG00000005356	101119435	MVP	major vault protein	-0.962202022305631	0.00365381098090309
ENSOARG00000005357				-0.422321116205159	0.046219483734717
ENSOARG00000005359	101106225	CARHSP1	calcium regulated heat stable protein 1	0.988346113141609	0.00638980404201124
ENSOARG00000005372	101113775		probable low-specificity L-threonine aldolase 2	-1.36496267380862	0.000589995200698566
ENSOARG00000005373	101115326	PRPF38A	pre-mRNA processing factor 38A	1.13738512686576	0.000830760917177224
ENSOARG00000005377				1.17586260417262	0.00716819795101965
ENSOARG00000005378	101112887	PDIK1L	PDLIM1 interacting kinase 1 like	1.38078618079274	0.00147262648140578
ENSOARG00000005383	101122210	ZNF383	zinc finger protein 383	-1.05331558042193	0.0105616246228822
ENSOARG00000005391	101101913	ZNF527	zinc finger protein 527	-0.794885582150174	0.0160475678052031
ENSOARG00000005394	101102599		protein phosphatase 1 regulatory inhibitor subunit 14B	-0.950816616049248	0.0028820863999219
ENSOARG00000005403	101119667	BACE1	beta-secretase 1	-0.864561047972251	0.00299868148491741
ENSOARG00000005409	101110072	DHX8	DEAH-box helicase 8	0.499741544781354	0.0284425498448711
ENSOARG00000005416	101106958	MCM10	minichromosome maintenance 10 replication initiation factor	-0.569865255907121	0.017681313141949
ENSOARG00000005421	101120172	NDRG1	N-myc downstream regulated 1	0.726597769383523	0.0230120668368375
ENSOARG00000005425	101110178		survival of motor neuron 2, centromeric	0.693870972005929	0.0155864420500796
ENSOARG00000005448	101115469	EFNB2	ephrin B2	1.16882513077252	0.0401239254399023
ENSOARG00000005457	101115259	STOM	stomatin	-0.803585205300316	0.00777535712465829
ENSOARG00000005460	101116344	DDB2	damage specific DNA binding protein 2	-0.701343433641303	0.00494205927819471
ENSOARG00000005464	101118140	CLIC1	chloride intracellular channel 1	-0.790045760389959	0.0232301477117882
ENSOARG00000005473	100579169	GSN	gelsolin	-0.562078059722531	0.046152572317366
ENSOARG00000005475	101113441	KLC4	kinesin light chain 4	-0.828434969342743	0.00141152143675919
ENSOARG00000005478	101122352	GIPC1	GIPC PDZ domain containing family member 1	-0.518641150789923	0.0289546677761085
ENSOARG00000005491	100036759	HK1	hexokinase 1	-0.669618100783921	0.0327073977782494
ENSOARG00000005495		UQCRB	ubiquinol-cytochrome c reductase binding protein	0.703844772287158	0.0285425243151092
ENSOARG00000005502				3.28839011554691	9.05618711959664e-05
ENSOARG00000005515	101115897	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial	-1.38683527326805	0.00998367318104191
ENSOARG00000005518		GPX7	glutathione peroxidase 7	-0.608917923881158	0.0126518431328347
ENSOARG00000005521	101123416	IL17RC	interleukin 17 receptor C	0.48819666876283	0.0499861605936847
ENSOARG00000005525	101116274	MALT1	MALT1 paracaspase	-1.45142013870375	0.000207252030179073
ENSOARG00000005544	101110786	PPP1R14A	protein phosphatase 1 regulatory inhibitor subunit 14A	-1.77971815956606	0.0010121004143418
ENSOARG00000005551	101118304	OCLN	occludin	1.17458721225915	0.0228613152128898
ENSOARG00000005552	101110167	SPINT2	serine peptidase inhibitor, Kunitz type 2	-0.503097210281791	0.0229004686050312
ENSOARG00000005557	101102861	PLSCR1	phospholipid scramblase 1	1.58682914003283	0.0147023980719361
ENSOARG00000005570	101116923	IKBKE	inhibitor of nuclear factor kappa B kinase subunit epsilon	0.489907287370873	0.0284513685092818
ENSOARG00000005571				-1.89290227347033	2.02574381121125e-05
ENSOARG00000005586	101107212	PHYH	phytanoyl-CoA 2-hydroxylase	-0.697227375663545	0.00470539146624964
ENSOARG00000005591	101120211	KIF22	kinesin family member 22	-1.01735548673367	0.0133814000797193
ENSOARG00000005596	101104803	TSPAN15	tetraspanin 15	-0.850221337983378	0.00246333023999535
ENSOARG00000005602	101110621	C12orf49	chromosome 17 open reading frame, human C12orf49	1.00607246070462	0.00114663968719807
ENSOARG00000005604	101111572	PSMD8	proteasome 26S subunit, non-ATPase 8	1.10357094127355	0.00154931626280131
ENSOARG00000005608	101102276	PMF1-BGLAP	polyamine-modulated factor 1	-0.775005789809753	0.00398198978338186
ENSOARG00000005613	101122077	TRAF1	TNF receptor associated factor 1	1.63394350999736	0.000356767278479348
ENSOARG00000005614	101117016	ACP2	acid phosphatase 2, lysosomal	-0.802353733887321	0.0381420107574493
ENSOARG00000005616	101107977	UBE2J2	ubiquitin conjugating enzyme E2 J2	1.11415760497963	0.000943748800182158
ENSOARG00000005619	101107847	RRAGB	Ras related GTP binding B	-0.821994905320679	0.0151365681395329
ENSOARG00000005626		RHOQ	ras homolog family member Q	0.626470637050146	0.00640105228234964
ENSOARG00000005628	101104786	EIF5	eukaryotic translation initiation factor 5	0.529870808768368	0.0490393376082547
ENSOARG00000005634	101110960	FAM98C	family with sequence similarity 98 member C	-0.770711384640669	0.00806940753210274
ENSOARG00000005637	101110344	ETV4	ETS variant 4	-0.798178112996075	0.042622815664622
ENSOARG00000005639	101116105	PLCB3	phospholipase C beta 3	-0.620299325769942	0.00526762460449575
ENSOARG00000005646	101111913	GLYCTK	glycerate kinase	-1.12086005417973	0.00105959808369036
ENSOARG00000005657	101119127	TSC1	TSC complex subunit 1	0.923837162857604	0.000683834062926321
ENSOARG00000005665	101111135	PTK7	protein tyrosine kinase 7 (inactive)	-1.62732065442789	0.00099135662234176
ENSOARG00000005673	101114036	TK1	thymidine kinase 1	-1.60395200102684	0.00391331999893179
ENSOARG00000005676	101110106	INO80C	INO80 complex subunit C	-0.671605091428173	0.0295391583503155
ENSOARG00000005689	101119672	CCDC125	coiled-coil domain containing 125	-0.997858633384469	0.00464751793547687
ENSOARG00000005695	101109371	PFN1	profilin 1	-0.700239850217113	0.0306985332070164
ENSOARG00000005700	101105030	MARK3	microtubule affinity regulating kinase 3	0.571852909840007	0.0118401072728527
ENSOARG00000005702	101102560	FAM193B	family with sequence similarity 193 member B	0.631207373433788	0.0119618905806946
ENSOARG00000005705		MEGF9	multiple EGF like domains 9	-0.992578538067305	0.0207055370832601
ENSOARG00000005706	101111260	USP27X	ubiquitin specific peptidase 27 X-linked	-1.03681291357828	0.00525290805013033
ENSOARG00000005707	101115649	C11orf58	chromosome 15 open reading frame, human C11orf58	0.658582414060717	0.00873054079476918
ENSOARG00000005710	101114477	DDIAS	DNA damage induced apoptosis suppressor	-1.51568397067589	0.000331889541031266
ENSOARG00000005719	101119934	CDK7	cyclin dependent kinase 7	0.551923159129404	0.0362015181661683
ENSOARG00000005722	443286	EPAS1	endothelial PAS domain protein 1	1.1980039400019	0.0146597296357807
ENSOARG00000005727	101116007	COL17A1	collagen type XVII alpha 1 chain	-1.18659010176613	0.00139513964601783
ENSOARG00000005734	101117293	LMAN1	lectin, mannose binding 1	0.677268168859247	0.00459671713456439
ENSOARG00000005743	101120193	MRPS36	mitochondrial ribosomal protein S36	0.62799432102471	0.00948835616412133
ENSOARG00000005744	101123034	DDX39A	DExD-box helicase 39A	0.962774228987707	0.00169966405266107
ENSOARG00000005750	101120440	CENPH	centromere protein H	0.592247851750091	0.0420090451302718
ENSOARG00000005752	101113214	SPACA9	sperm acrosome associated 9	-1.27370381295462	0.00561785122773535
ENSOARG00000005753	101114289	SYNGR2	synaptogyrin 2	-0.508113389391003	0.0343570676985882
ENSOARG00000005756	101123181	BRINP1	BMP/retinoic acid inducible neural specific 1	1.59405065657655	0.000766052113702654
ENSOARG00000005757	101111402	SRF	serum response factor	0.93363881131374	0.00229796481734782
ENSOARG00000005763	101109176	SLC25A23	solute carrier family 25 member 23	-0.837239486031397	0.0154368705048003
ENSOARG00000005769	101113475	AK8	adenylate kinase 8	-1.38293587540403	0.000521613024022425
ENSOARG00000005774	101104196	SLC9A9	solute carrier family 9 member A9	-0.575797683663259	0.0342689140414201
ENSOARG00000005786	101112354		protein phosphatase, Mg2+/Mn2+ dependent 1M	-1.12441226808922	0.000126175925001897
ENSOARG00000005789	101108604	MED13L	mediator complex subunit 13 like	0.903652910120367	0.0258796469219222
ENSOARG00000005792	554263	TLR4	toll like receptor 4	1.05971122981044	0.00420421477524166
ENSOARG00000005793	101119386	GTF3C4	general transcription factor IIIC subunit 4	0.766012982691427	0.043753137816491
ENSOARG00000005799	101120951	SLC30A5	solute carrier family 30 member 5	0.586454412388766	0.0188441510289775
ENSOARG00000005803	101103024	TMEM79	transmembrane protein 79	-0.674035024748817	0.0244706570169581
ENSOARG00000005806	101121154	MECP2	methyl-CpG binding protein 2	0.761517958337093	0.00504896239739302
ENSOARG00000005814	101107916	PDLIM1	PDZ and LIM domain 1	-0.925707130796405	0.0248165081076945
ENSOARG00000005817		CHST2	carbohydrate sulfotransferase 2	4.28634784876504	0.00113250760110163
ENSOARG00000005820	101111033	SLC35B1	solute carrier family 35 member B1	0.641497115904667	0.0139573920714205
ENSOARG00000005824		BAG2	BCL2 associated athanogene 2	-0.594311716862809	0.0435515983149762
ENSOARG00000005825	101117028		enoyl-CoA hydratase domain-containing protein 2, mitochondrial	-1.16476160875703	0.00073617748371434
ENSOARG00000005827	101103279	GLMP	glycosylated lysosomal membrane protein	-0.412547265828142	0.0418422089613878
ENSOARG00000005835	101105407	XRCC2	X-ray repair cross complementing 2	0.738901776751054	0.00335538561073699
ENSOARG00000005841	101108883	AIFM2	apoptosis inducing factor, mitochondria associated 2	-0.982992079107536	0.00059253732416588
ENSOARG00000005848	101112922	ECH1	enoyl-CoA hydratase 1	-0.52146276995873	0.0310139810235094
ENSOARG00000005853				1.9472236279974	0.0444824774403349
ENSOARG00000005859	101103435	SLC25A22	solute carrier family 25 member 22	-0.617464126418144	0.0427643201459947
ENSOARG00000005862	101106365	LRBA	LPS responsive beige-like anchor protein	-0.795895500040561	0.0250649589030224
ENSOARG00000005883	101113169	SIRT2	sirtuin 2	-0.577221049914951	0.0136355555219793
